"alpha_try_array" "avg_pur" "pur_uncertainty"
"1" 0 NA NA
"2" 0.00746268656716418 0.17 0.377525168068637
"3" 0.0149253731343284 0.41 0.217655088095219
"4" 0.0223880597014925 0.486666666666667 0.191982977172796
"5" 0.0298507462686567 0.515 0.180557498047049
"6" 0.0373134328358209 0.522 0.158005242209417
"7" 0.0447761194029851 0.535 0.138727178586474
"8" 0.0522388059701493 0.542857142857143 0.126803623514085
"9" 0.0597014925373134 0.54375 0.114281627587467
"10" 0.0671641791044776 0.535555555555556 0.115383624144798
"11" 0.0746268656716418 0.528 0.102572959990497
"12" 0.082089552238806 0.521818181818182 0.0781922815301638
"13" 0.0895522388059701 0.511666666666667 0.0794728705236604
"14" 0.0970149253731343 0.494615384615385 0.0759495505574107
"15" 0.104477611940299 0.487857142857143 0.0718278881520846
"16" 0.111940298507463 0.484 0.0693856316612636
"17" 0.119402985074627 0.473125 0.0635983043656183
"18" 0.126865671641791 0.457058823529412 0.0607843137254902
"19" 0.134328358208955 0.443888888888889 0.0588236302750689
"20" 0.141791044776119 0.432105263157895 0.0551218415435181
"21" 0.149253731343284 0.4215 0.0547053632441717
"22" 0.156716417910448 0.411428571428571 0.0513319242235303
"23" 0.164179104477612 0.402727272727273 0.051693097300703
"24" 0.171641791044776 0.394782608695652 0.0496997918825572
"25" 0.17910447761194 0.388333333333333 0.0495065436842902
"26" 0.186567164179104 0.384 0.0489072509135322
"27" 0.194029850746269 0.379230769230769 0.0423518170691769
"28" 0.201492537313433 0.374074074074074 0.0388626031272296
"29" 0.208955223880597 0.369285714285714 0.0390637175134936
"30" 0.216417910447761 0.365862068965517 0.0372923654748027
"31" 0.223880597014925 0.359333333333333 0.0389480070129472
"32" 0.23134328358209 0.356451612903226 0.0384631554947199
"33" 0.238805970149254 0.3525 0.0361062545296742
"34" 0.246268656716418 0.346666666666667 0.0366279547836706
"35" 0.253731343283582 0.342647058823529 0.0340581262108476
"36" 0.261194029850746 0.337428571428571 0.0308459709346698
"37" 0.26865671641791 0.331944444444444 0.0296440936918187
"38" 0.276119402985075 0.32972972972973 0.0282288090738969
"39" 0.283582089552239 0.325526315789474 0.0258207017259943
"40" 0.291044776119403 0.323076923076923 0.0238983006981037
"41" 0.298507462686567 0.32 0.0233008431806511
"42" 0.305970149253731 0.318048780487805 0.0232345046324943
"43" 0.313432835820896 0.31547619047619 0.0232928549168224
"44" 0.32089552238806 0.312558139534884 0.0217557053823937
"45" 0.328358208955224 0.308636363636364 0.0207294555260031
"46" 0.335820895522388 0.304444444444444 0.0208319303680243
"47" 0.343283582089552 0.301304347826087 0.0216334718241845
"48" 0.350746268656716 0.298297872340426 0.0205061450990085
"49" 0.358208955223881 0.295 0.0200220837672765
"50" 0.365671641791045 0.290612244897959 0.0199114992332475
"51" 0.373134328358209 0.288 0.0192799681461659
"52" 0.380597014925373 0.285686274509804 0.0191580414336893
"53" 0.388059701492537 0.284615384615385 0.0187388522037454
"54" 0.395522388059701 0.282641509433962 0.0183813767747771
"55" 0.402985074626866 0.280185185185185 0.0187333221055476
"56" 0.41044776119403 0.278727272727273 0.0179144715572697
"57" 0.417910447761194 0.276428571428571 0.0173038377079421
"58" 0.425373134328358 0.274385964912281 0.0164500411320053
"59" 0.432835820895522 0.272586206896552 0.016198890839359
"60" 0.440298507462687 0.270338983050847 0.015681956487696
"61" 0.447761194029851 0.268 0.0152936097949819
"62" 0.455223880597015 0.26655737704918 0.0146664430810004
"63" 0.462686567164179 0.266129032258065 0.0145892586086015
"64" 0.470149253731343 0.264444444444444 0.0143079654974266
"65" 0.477611940298507 0.26203125 0.0127296998102901
"66" 0.485074626865672 0.260307692307692 0.0112947586838064
"67" 0.492537313432836 0.258484848484848 0.0105105234030775
"68" 0.5 0.256567164179105 0.0101061954103768
"69" 0.507462686567164 0.254117647058824 0.00959674137604122
"70" 0.514925373134328 0.251594202898551 0.00933118904328104
"71" 0.522388059701492 0.249142857142857 0.00892489101634746
"72" 0.529850746268657 0.246619718309859 0.00883894988559278
"73" 0.537313432835821 0.244583333333333 0.00811416812769733
"74" 0.544776119402985 0.242191780821918 0.00698767136986328
"75" 0.552238805970149 0.239594594594595 0.00661327313614215
"76" 0.559701492537313 0.236666666666667 0.0063916331392147
"77" 0.567164179104478 0.233947368421053 0.0057885069996681
"78" 0.574626865671642 0.231168831168831 0.00553768094430157
"79" 0.582089552238806 0.228461538461538 0.00495029384186371
"80" 0.58955223880597 0.225696202531646 0.00477879959580553
"81" 0.597014925373134 0.223125 0.00448587851603296
"82" 0.604477611940298 0.220493827160494 0.00430537145703428
"83" 0.611940298507463 0.218048780487805 0.00398291015086696
"84" 0.619402985074627 0.215542168674699 0.00378874744259301
"85" 0.626865671641791 0.213095238095238 0.0035894207687829
"86" 0.634328358208955 0.210823529411765 0.00320776381581519
"87" 0.641791044776119 0.208372093023256 0.00317046423656152
"88" 0.649253731343284 0.205977011494253 0.00313402211889989
"89" 0.656716417910448 0.203863636363636 0.00271230973381752
"90" 0.664179104477612 0.201573033707865 0.00268183434354991
"91" 0.671641791044776 0.199444444444444 0.00243381015063989
"92" 0.67910447761194 0.197252747252747 0.00240706498414934
"93" 0.686567164179104 0.195108695652174 0.00238090123432163
"94" 0.694029850746269 0.193010752688172 0.00235530014578054
"95" 0.701492537313433 0.190957446808511 0.00233024376125096
"96" 0.708955223880597 0.188947368421053 0.00230571487955358
"97" 0.716417910447761 0.187083333333333 0.00205152484965555
"98" 0.723880597014925 0.185154639175258 0.00203037510893745
"99" 0.73134328358209 0.183265306122449 0.00200965699558094
"100" 0.738805970149254 0.181414141414141 0.00198935742996901
"101" 0.746268656716418 0.1796 0.00196946385566932
"102" 0.753731343283582 0.177821782178218 0.00194996421353398
"103" 0.761194029850746 0.176078431372549 0.00193084691732287
"104" 0.76865671641791 0.174368932038835 0.00191210083074692
"105" 0.776119402985075 0.172692307692308 0.00189371524583589
"106" 0.783582089552239 0.171142857142857 0.00163282483807396
"107" 0.791044776119403 0.169528301886792 0.0016174208301676
"108" 0.798507462686567 0.167943925233645 0.00160230474764267
"109" 0.805970149253731 0.166574074074074 0.000925925925925926
"110" 0.813432835820896 0.165045871559633 0.000917431192660551
"111" 0.82089552238806 0.163545454545455 0.000909090909090909
"112" 0.828358208955224 0.162072072072072 0.000900900900900901
"113" 0.835820895522388 0.160625 0.000892857142857143
"114" 0.843283582089552 0.159203539823009 0.000884955752212389
"115" 0.850746268656716 0.15780701754386 0.00087719298245614
"116" 0.858208955223881 0.156434782608696 0.000869565217391304
"117" 0.865671641791045 0.155086206896552 0.000862068965517241
"118" 0.873134328358209 0.153760683760684 0.000854700854700855
"119" 0.880597014925373 0.152457627118644 0.000847457627118644
"120" 0.888059701492537 0.151260504201681 0
"121" 0.895522388059702 0.15 0
"122" 0.902985074626866 0.148760330578512 0
"123" 0.91044776119403 0.147540983606557 0
"124" 0.917910447761194 0.146341463414634 0
"125" 0.925373134328358 0.145161290322581 0
"126" 0.932835820895522 0.144 0
"127" 0.940298507462687 0.142857142857143 0
"128" 0.947761194029851 0.141732283464567 0
"129" 0.955223880597015 0.140625 0
"130" 0.962686567164179 0.13953488372093 0
"131" 0.970149253731343 0.138461538461538 0
"132" 0.977611940298508 0.137404580152672 0
"133" 0.985074626865672 0.136363636363636 0
"134" 0.992537313432836 0.135338345864662 0
"135" 1 0.133333333333333 0
